Datum-1;Schluss-1;Eröffnung-1;Tageshoch-1;Tagestief-1;Datum;Schluss;Eröffnung;Tageshoch;Tagestief;Rechnung;Ergebnis
06.02.2020;13.574,82;13.570,33;13.606,97;13.533,66;07.02.2020;13.513,81;13.530,77;13.551,03;13.463,98;19,78;0
05.02.2020;13.478,33;13.224,27;13.488,58;13.223,14;06.02.2020;13.574,82;13.570,33;13.606,97;13.533,66;61,01;0
04.02.2020;13.281,74;13.135,61;13.282,63;13.131,07;05.02.2020;13.478,33;13.224,27;13.488,58;13.223,14;-96,49;1
03.02.2020;13.045,19;13.033,17;13.077,57;12.987,53;04.02.2020;13.281,74;13.135,61;13.282,63;13.131,07;-196,59;1
31.01.2020;12.981,97;13.196,80;13.208,47;12.973,70;03.02.2020;13.045,19;13.033,17;13.077,57;12.987,53;-236,55;1
30.01.2020;13.157,12;13.186,49;13.262,18;13.118,97;31.01.2020;12.981,97;13.196,80;13.208,47;12.973,70;-63,22;1
29.01.2020;13.345,00;13.316,42;13.371,30;13.296,03;30.01.2020;13.157,12;13.186,49;13.262,18;13.118,97;175,15;0
28.01.2020;13.323,69;13.274,01;13.327,12;13.163,36;29.01.2020;13.345,00;13.316,42;13.371,30;13.296,03;187,88;0
27.01.2020;13.204,77;13.374,99;13.399,42;13.195,28;28.01.2020;13.323,69;13.274,01;13.327,12;13.163,36;-21,31;1
24.01.2020;13.576,68;13.512,84;13.604,85;13.510,79;27.01.2020;13.204,77;13.374,99;13.399,42;13.195,28;-118,92;1
23.01.2020;13.388,42;13.455,90;13.486,14;13.382,23;24.01.2020;13.576,68;13.512,84;13.604,85;13.510,79;371,91;0
22.01.2020;13.515,75;13.601,65;13.640,06;13.498,03;23.01.2020;13.388,42;13.455,90;13.486,14;13.382,23;-188,26;1
21.01.2020;13.555,87;13.456,90;13.560,68;13.443,25;22.01.2020;13.515,75;13.601,65;13.640,06;13.498,03;127,33;0
20.01.2020;13.548,94;13.503,83;13.550,83;13.487,21;21.01.2020;13.555,87;13.456,90;13.560,68;13.443,25;40,12;0
17.01.2020;13.526,13;13.513,48;13.557,78;13.497,30;20.01.2020;13.548,94;13.503,83;13.550,83;13.487,21;-6,93;1
16.01.2020;13.429,43;13.463,46;13.492,74;13.382,98;17.01.2020;13.526,13;13.513,48;13.557,78;13.497,30;-22,81;1
15.01.2020;13.432,30;13.444,95;13.458,91;13.388,48;16.01.2020;13.429,43;13.463,46;13.492,74;13.382,98;-96,70;1
14.01.2020;13.456,49;13.439,20;13.487,90;13.362,20;15.01.2020;13.432,30;13.444,95;13.458,91;13.388,48;2,87;0
13.01.2020;13.451,52;13.521,86;13.529,21;13.404,72;14.01.2020;13.456,49;13.439,20;13.487,90;13.362,20;24,19;0
10.01.2020;13.483,31;13.533,46;13.548,20;13.483,31;13.01.2020;13.451,52;13.521,86;13.529,21;13.404,72;-4,97;1
09.01.2020;13.495,06;13.474,76;13.523,34;13.456,78;10.01.2020;13.483,31;13.533,46;13.548,20;13.483,31;31,79;0
08.01.2020;13.320,18;13.140,49;13.334,04;13.106,27;09.01.2020;13.495,06;13.474,76;13.523,34;13.456,78;11,75;0
07.01.2020;13.226,83;13.199,59;13.283,88;13.166,40;08.01.2020;13.320,18;13.140,49;13.334,04;13.106,27;-174,88;1
06.01.2020;13.126,99;13.085,49;13.143,11;12.948,17;07.01.2020;13.226,83;13.199,59;13.283,88;13.166,40;-93,35;1
03.01.2020;13.219,14;13.266,39;13.282,74;13.120,72;06.01.2020;13.126,99;13.085,49;13.143,11;12.948,17;-99,84;1
02.01.2020;13.385,93;13.233,71;13.425,03;13.225,16;03.01.2020;13.219,14;13.266,39;13.282,74;13.120,72;92,15;0
30.12.2019;13.249,01;13.301,43;13.316,62;13.244,17;02.01.2020;13.385,93;13.233,71;13.425,03;13.225,16;166,79;0
27.12.2019;13.337,11;13.338,32;13.381,44;13.311,52;30.12.2019;13.249,01;13.301,43;13.316,62;13.244,17;-136,92;1
23.12.2019;13.300,98;13.304,77;13.331,86;13.285,55;27.12.2019;13.337,11;13.338,32;13.381,44;13.311,52;88,10;0
20.12.2019;13.318,90;13.210,26;13.324,11;13.201,80;23.12.2019;13.300,98;13.304,77;13.331,86;13.285,55;-36,13;1
19.12.2019;13.211,96;13.226,70;13.248,98;13.140,22;20.12.2019;13.318,90;13.210,26;13.324,11;13.201,80;17,92;0
18.12.2019;13.222,16;13.266,35;13.286,00;13.215,88;19.12.2019;13.211,96;13.226,70;13.248,98;13.140,22;-106,94;1
17.12.2019;13.287,83;13.391,27;13.394,47;13.269,43;18.12.2019;13.222,16;13.266,35;13.286,00;13.215,88;10,20;0
16.12.2019;13.407,66;13.349,86;13.425,85;13.338,38;17.12.2019;13.287,83;13.391,27;13.394,47;13.269,43;65,67;0
13.12.2019;13.282,72;13.383,26;13.423,41;13.255,55;16.12.2019;13.407,66;13.349,86;13.425,85;13.338,38;119,83;0
12.12.2019;13.221,64;13.167,56;13.287,81;13.105,07;13.12.2019;13.282,72;13.383,26;13.423,41;13.255,55;-124,94;1
11.12.2019;13.146,74;13.075,43;13.169,77;13.042,70;12.12.2019;13.221,64;13.167,56;13.287,81;13.105,07;-61,08;1
10.12.2019;13.070,72;13.065,83;13.091,71;12.886,55;11.12.2019;13.146,74;13.075,43;13.169,77;13.042,70;-74,90;1
09.12.2019;13.105,61;13.147,57;13.170,77;13.100,24;10.12.2019;13.070,72;13.065,83;13.091,71;12.886,55;-76,02;1
06.12.2019;13.166,58;13.087,51;13.171,21;13.055,98;09.12.2019;13.105,61;13.147,57;13.170,77;13.100,24;34,89;0
05.12.2019;13.054,80;13.144,38;13.188,64;13.054,80;06.12.2019;13.166,58;13.087,51;13.171,21;13.055,98;60,97;0
04.12.2019;13.140,57;12.998,66;13.157,36;12.995,32;05.12.2019;13.054,80;13.144,38;13.188,64;13.054,80;-111,78;1
03.12.2019;12.989,29;13.039,61;13.086,03;12.927,07;04.12.2019;13.140,57;12.998,66;13.157,36;12.995,32;85,77;0
02.12.2019;12.964,68;13.264,93;13.338,25;12.954,50;03.12.2019;12.989,29;13.039,61;13.086,03;12.927,07;-151,28;1
29.11.2019;13.236,38;13.179,25;13.290,33;13.165,07;02.12.2019;12.964,68;13.264,93;13.338,25;12.954,50;-24,61;1
28.11.2019;13.245,58;13.247,61;13.259,29;13.215,71;29.11.2019;13.236,38;13.179,25;13.290,33;13.165,07;271,70;0
27.11.2019;13.287,07;13.291,09;13.314,92;13.219,43;28.11.2019;13.245,58;13.247,61;13.259,29;13.215,71;9,20;0
26.11.2019;13.236,42;13.256,40;13.261,98;13.193,75;27.11.2019;13.287,07;13.291,09;13.314,92;13.219,43;41,49;0
25.11.2019;13.246,45;13.247,51;13.268,97;13.210,25;26.11.2019;13.236,42;13.256,40;13.261,98;13.193,75;-50,65;1
22.11.2019;13.163,88;13.145,77;13.244,57;13.120,63;25.11.2019;13.246,45;13.247,51;13.268,97;13.210,25;10,03;0
21.11.2019;13.137,70;13.083,00;13.171,85;13.043,90;22.11.2019;13.163,88;13.145,77;13.244,57;13.120,63;-82,57;1
20.11.2019;13.158,14;13.127,45;13.182,22;13.071,33;21.11.2019;13.137,70;13.083,00;13.171,85;13.043,90;-26,18;1
19.11.2019;13.221,12;13.235,28;13.374,27;13.187,91;20.11.2019;13.158,14;13.127,45;13.182,22;13.071,33;20,44;0
18.11.2019;13.207,01;13.255,78;13.282,41;13.137,88;19.11.2019;13.221,12;13.235,28;13.374,27;13.187,91;62,98;0
15.11.2019;13.241,75;13.261,72;13.261,72;13.172,89;18.11.2019;13.207,01;13.255,78;13.282,41;13.137,88;-14,11;1
14.11.2019;13.180,23;13.198,33;13.219,30;13.159,69;15.11.2019;13.241,75;13.261,72;13.261,72;13.172,89;34,74;0
13.11.2019;13.230,07;13.244,05;13.273,82;13.139,25;14.11.2019;13.180,23;13.198,33;13.219,30;13.159,69;-61,52;1
12.11.2019;13.283,51;13.243,53;13.308,26;13.214,66;13.11.2019;13.230,07;13.244,05;13.273,82;13.139,25;49,84;0
11.11.2019;13.198,37;13.170,18;13.225,62;13.144,09;12.11.2019;13.283,51;13.243,53;13.308,26;13.214,66;53,44;0
08.11.2019;13.228,56;13.248,62;13.278,18;13.195,83;11.11.2019;13.198,37;13.170,18;13.225,62;13.144,09;-85,14;1
07.11.2019;13.289,46;13.258,26;13.300,76;13.227,37;08.11.2019;13.228,56;13.248,62;13.278,18;13.195,83;30,19;0
06.11.2019;13.179,89;13.150,94;13.187,66;13.110,91;07.11.2019;13.289,46;13.258,26;13.300,76;13.227,37;60,90;0
05.11.2019;13.148,50;13.134,33;13.166,08;13.112,65;06.11.2019;13.179,89;13.150,94;13.187,66;13.110,91;-109,57;1
04.11.2019;13.136,28;13.022,95;13.171,17;13.019,18;05.11.2019;13.148,50;13.134,33;13.166,08;13.112,65;-31,39;1
01.11.2019;12.961,05;12.912,09;12.992,07;12.896,72;04.11.2019;13.136,28;13.022,95;13.171,17;13.019,18;-12,22;1
31.10.2019;12.866,79;12.937,59;12.953,34;12.795,09;01.11.2019;12.961,05;12.912,09;12.992,07;12.896,72;-175,23;1
30.10.2019;12.910,23;12.929,42;12.944,26;12.830,33;31.10.2019;12.866,79;12.937,59;12.953,34;12.795,09;-94,26;1
29.10.2019;12.939,62;12.946,34;12.951,88;12.897,34;30.10.2019;12.910,23;12.929,42;12.944,26;12.830,33;43,44;0
28.10.2019;12.941,71;12.897,40;12.986,49;12.892,84;29.10.2019;12.939,62;12.946,34;12.951,88;12.897,34;29,39;0
25.10.2019;12.894,51;12.886,42;12.895,85;12.834,00;28.10.2019;12.941,71;12.897,40;12.986,49;12.892,84;2,09;0
24.10.2019;12.872,10;12.860,63;12.914,24;12.820,67;25.10.2019;12.894,51;12.886,42;12.895,85;12.834,00;-47,20;1
23.10.2019;12.798,19;12.702,92;12.819,22;12.699,85;24.10.2019;12.872,10;12.860,63;12.914,24;12.820,67;-22,41;1
22.10.2019;12.754,69;12.757,73;12.791,31;12.730,70;23.10.2019;12.798,19;12.702,92;12.819,22;12.699,85;-73,91;1
21.10.2019;12.747,96;12.661,93;12.787,35;12.646,28;22.10.2019;12.754,69;12.757,73;12.791,31;12.730,70;-43,50;1
18.10.2019;12.633,60;12.637,01;12.700,38;12.603,17;21.10.2019;12.747,96;12.661,93;12.787,35;12.646,28;-6,73;1
17.10.2019;12.654,95;12.655,32;12.814,49;12.647,86;18.10.2019;12.633,60;12.637,01;12.700,38;12.603,17;-114,36;1
16.10.2019;12.670,11;12.644,18;12.698,37;12.603,83;17.10.2019;12.654,95;12.655,32;12.814,49;12.647,86;21,35;0
15.10.2019;12.629,79;12.565,68;12.682,40;12.511,90;16.10.2019;12.670,11;12.644,18;12.698,37;12.603,83;15,16;0
14.10.2019;12.486,56;12.468,78;12.495,24;12.387,95;15.10.2019;12.629,79;12.565,68;12.682,40;12.511,90;-40,32;1
11.10.2019;12.511,65;12.248,88;12.511,65;12.240,94;14.10.2019;12.486,56;12.468,78;12.495,24;12.387,95;-143,23;1
10.10.2019;12.164,20;12.082,89;12.202,71;12.029,46;11.10.2019;12.511,65;12.248,88;12.511,65;12.240,94;25,09;0
09.10.2019;12.094,26;11.973,82;12.165,53;11.953,12;10.10.2019;12.164,20;12.082,89;12.202,71;12.029,46;-347,45;1
08.10.2019;11.970,20;12.097,89;12.097,94;11.933,02;09.10.2019;12.094,26;11.973,82;12.165,53;11.953,12;-69,94;1
07.10.2019;12.097,43;12.008,77;12.105,09;11.969,32;08.10.2019;11.970,20;12.097,89;12.097,94;11.933,02;-124,06;1
04.10.2019;12.012,81;11.958,31;12.012,91;11.878,98;07.10.2019;12.097,43;12.008,77;12.105,09;11.969,32;127,23;0
02.10.2019;11.925,25;12.221,74;12.226,86;11.925,25;04.10.2019;12.012,81;11.958,31;12.012,91;11.878,98;-84,62;1
01.10.2019;12.263,83;12.469,67;12.497,28;12.263,83;02.10.2019;11.925,25;12.221,74;12.226,86;11.925,25;-87,56;1
30.09.2019;12.428,08;12.367,81;12.441,03;12.346,94;01.10.2019;12.263,83;12.469,67;12.497,28;12.263,83;338,58;0
27.09.2019;12.380,94;12.327,79;12.404,47;12.324,71;30.09.2019;12.428,08;12.367,81;12.441,03;12.346,94;164,25;0
26.09.2019;12.288,54;12.227,77;12.313,15;12.223,29;27.09.2019;12.380,94;12.327,79;12.404,47;12.324,71;-47,14;1
25.09.2019;12.234,18;12.250,08;12.261,06;12.141,82;26.09.2019;12.288,54;12.227,77;12.313,15;12.223,29;-92,40;1
24.09.2019;12.307,15;12.368,96;12.375,31;12.307,15;25.09.2019;12.234,18;12.250,08;12.261,06;12.141,82;-54,36;1
23.09.2019;12.342,33;12.432,30;12.441,02;12.264,14;24.09.2019;12.307,15;12.368,96;12.375,31;12.307,15;72,97;0
20.09.2019;12.468,01;12.462,57;12.490,84;12.418,50;23.09.2019;12.342,33;12.432,30;12.441,02;12.264,14;35,18;0
19.09.2019;12.457,70;12.355,92;12.466,78;12.354,83;20.09.2019;12.468,01;12.462,57;12.490,84;12.418,50;125,68;0
18.09.2019;12.389,62;12.361,23;12.416,05;12.354,49;19.09.2019;12.457,70;12.355,92;12.466,78;12.354,83;-10,31;1
17.09.2019;12.372,61;12.370,96;12.392,97;12.303,51;18.09.2019;12.389,62;12.361,23;12.416,05;12.354,49;-68,08;1
16.09.2019;12.380,31;12.387,68;12.421,25;12.362,98;17.09.2019;12.372,61;12.370,96;12.392,97;12.303,51;-17,01;1
13.09.2019;12.468,53;12.412,72;12.494,25;12.408,93;16.09.2019;12.380,31;12.387,68;12.421,25;12.362,98;7,70;0
12.09.2019;12.410,25;12.399,40;12.471,83;12.311,81;13.09.2019;12.468,53;12.412,72;12.494,25;12.408,93;88,22;0
11.09.2019;12.359,07;12.341,84;12.394,28;12.317,61;12.09.2019;12.410,25;12.399,40;12.471,83;12.311,81;-58,28;1
10.09.2019;12.268,71;12.210,88;12.292,14;12.179,88;11.09.2019;12.359,07;12.341,84;12.394,28;12.317,61;-51,18;1
09.09.2019;12.226,10;12.210,87;12.245,11;12.189,60;10.09.2019;12.268,71;12.210,88;12.292,14;12.179,88;-90,36;1
06.09.2019;12.191,73;12.146,00;12.205,10;12.131,29;09.09.2019;12.226,10;12.210,87;12.245,11;12.189,60;-42,61;1
05.09.2019;12.126,78;12.117,90;12.151,31;12.084,17;06.09.2019;12.191,73;12.146,00;12.205,10;12.131,29;-34,37;1
04.09.2019;12.025,04;12.043,96;12.078,40;11.999,83;05.09.2019;12.126,78;12.117,90;12.151,31;12.084,17;-64,95;1
03.09.2019;11.910,86;11.921,94;11.956,69;11.869,28;04.09.2019;12.025,04;12.043,96;12.078,40;11.999,83;-101,74;1
02.09.2019;11.953,78;11.939,99;11.994,11;11.929,91;03.09.2019;11.910,86;11.921,94;11.956,69;11.869,28;-114,18;1
30.08.2019;11.939,28;11.850,30;11.989,44;11.845,16;02.09.2019;11.953,78;11.939,99;11.994,11;11.929,91;42,92;0
29.08.2019;11.838,88;11.686,84;11.853,91;11.661,73;30.08.2019;11.939,28;11.850,30;11.989,44;11.845,16;-14,50;1
28.08.2019;11.701,02;11.704,67;11.717,79;11.573,64;29.08.2019;11.838,88;11.686,84;11.853,91;11.661,73;-100,40;1
27.08.2019;11.730,02;11.638,51;11.778,62;11.616,09;28.08.2019;11.701,02;11.704,67;11.717,79;11.573,64;-137,86;1
26.08.2019;11.658,04;11.619,66;11.696,78;11.551,99;27.08.2019;11.730,02;11.638,51;11.778,62;11.616,09;29,00;0
23.08.2019;11.611,51;11.805,48;11.823,12;11.611,51;26.08.2019;11.658,04;11.619,66;11.696,78;11.551,99;-71,98;1
22.08.2019;11.747,04;11.756,21;11.853,14;11.715,26;23.08.2019;11.611,51;11.805,48;11.823,12;11.611,51;-46,53;1
21.08.2019;11.802,85;11.673,66;11.824,66;11.673,37;22.08.2019;11.747,04;11.756,21;11.853,14;11.715,26;135,53;0
20.08.2019;11.651,18;11.711,78;11.764,93;11.618,93;21.08.2019;11.802,85;11.673,66;11.824,66;11.673,37;55,81;0
19.08.2019;11.715,37;11.679,72;11.759,00;11.625,67;20.08.2019;11.651,18;11.711,78;11.764,93;11.618,93;-151,67;1
16.08.2019;11.562,74;11.460,65;11.578,84;11.447,34;19.08.2019;11.715,37;11.679,72;11.759,00;11.625,67;64,19;0
15.08.2019;11.412,67;11.522,46;11.530,01;11.266,48;16.08.2019;11.562,74;11.460,65;11.578,84;11.447,34;-152,63;1
14.08.2019;11.492,66;11.758,75;11.759,57;11.459,37;15.08.2019;11.412,67;11.522,46;11.530,01;11.266,48;-150,07;1
13.08.2019;11.750,13;11.632,85;11.835,88;11.539,63;14.08.2019;11.492,66;11.758,75;11.759,57;11.459,37;79,99;0
12.08.2019;11.679,68;11.801,06;11.836,97;11.647,01;13.08.2019;11.750,13;11.632,85;11.835,88;11.539,63;257,47;0
09.08.2019;11.693,80;11.806,82;11.865,63;11.674,11;12.08.2019;11.679,68;11.801,06;11.836,97;11.647,01;-70,45;1
08.08.2019;11.845,41;11.752,96;11.845,41;11.683,99;09.08.2019;11.693,80;11.806,82;11.865,63;11.674,11;14,12;0
07.08.2019;11.650,15;11.636,34;11.747,74;11.559,76;08.08.2019;11.845,41;11.752,96;11.845,41;11.683,99;151,61;0
06.08.2019;11.567,96;11.690,27;11.748,83;11.567,96;07.08.2019;11.650,15;11.636,34;11.747,74;11.559,76;-195,26;1
05.08.2019;11.658,51;11.758,44;11.797,52;11.628,57;06.08.2019;11.567,96;11.690,27;11.748,83;11.567,96;-82,19;1
02.08.2019;11.872,44;12.033,68;12.034,91;11.836,75;05.08.2019;11.658,51;11.758,44;11.797,52;11.628,57;90,55;0
01.08.2019;12.253,15;12.134,71;12.254,03;12.129,33;02.08.2019;11.872,44;12.033,68;12.034,91;11.836,75;213,93;0
31.07.2019;12.189,04;12.149,09;12.226,49;12.139,03;01.08.2019;12.253,15;12.134,71;12.254,03;12.129,33;380,71;0
30.07.2019;12.147,24;12.398,24;12.404,51;12.115,28;31.07.2019;12.189,04;12.149,09;12.226,49;12.139,03;-64,11;1
29.07.2019;12.417,47;12.398,29;12.473,97;12.387,58;30.07.2019;12.147,24;12.398,24;12.404,51;12.115,28;-41,80;1
26.07.2019;12.419,90;12.363,86;12.428,05;12.356,15;29.07.2019;12.417,47;12.398,29;12.473,97;12.387,58;270,23;0
25.07.2019;12.362,10;12.576,02;12.599,93;12.299,10;26.07.2019;12.419,90;12.363,86;12.428,05;12.356,15;2,43;0
24.07.2019;12.522,89;12.510,52;12.550,34;12.476,55;25.07.2019;12.362,10;12.576,02;12.599,93;12.299,10;-57,80;1
23.07.2019;12.490,74;12.384,66;12.531,16;12.369,19;24.07.2019;12.522,89;12.510,52;12.550,34;12.476,55;160,79;0
22.07.2019;12.289,40;12.243,58;12.346,02;12.236,70;23.07.2019;12.490,74;12.384,66;12.531,16;12.369,19;-32,15;1
19.07.2019;12.260,07;12.302,64;12.340,11;12.211,67;22.07.2019;12.289,40;12.243,58;12.346,02;12.236,70;-201,34;1
18.07.2019;12.227,85;12.194,33;12.296,30;12.172,59;19.07.2019;12.260,07;12.302,64;12.340,11;12.211,67;-29,33;1
17.07.2019;12.341,03;12.429,87;12.453,33;12.324,33;18.07.2019;12.227,85;12.194,33;12.296,30;12.172,59;-32,22;1
16.07.2019;12.430,97;12.392,19;12.465,19;12.366,97;17.07.2019;12.341,03;12.429,87;12.453,33;12.324,33;113,18;0
15.07.2019;12.387,34;12.346,59;12.434,14;12.301,08;16.07.2019;12.430,97;12.392,19;12.465,19;12.366,97;89,94;0
12.07.2019;12.323,32;12.318,50;12.354,87;12.304,98;15.07.2019;12.387,34;12.346,59;12.434,14;12.301,08;-43,63;1
11.07.2019;12.332,12;12.401,02;12.417,93;12.307,34;12.07.2019;12.323,32;12.318,50;12.354,87;12.304,98;-64,02;1
10.07.2019;12.373,41;12.412,99;12.448,81;12.356,80;11.07.2019;12.332,12;12.401,02;12.417,93;12.307,34;8,80;0
09.07.2019;12.436,55;12.436,97;12.477,58;12.364,16;10.07.2019;12.373,41;12.412,99;12.448,81;12.356,80;41,29;0
08.07.2019;12.543,51;12.541,18;12.587,44;12.507,72;09.07.2019;12.436,55;12.436,97;12.477,58;12.364,16;63,14;0
05.07.2019;12.568,53;12.632,12;12.632,12;12.522,11;08.07.2019;12.543,51;12.541,18;12.587,44;12.507,72;106,96;0
04.07.2019;12.629,90;12.644,35;12.656,05;12.616,29;05.07.2019;12.568,53;12.632,12;12.632,12;12.522,11;25,02;0
03.07.2019;12.616,24;12.548,30;12.631,81;12.545,79;04.07.2019;12.629,90;12.644,35;12.656,05;12.616,29;61,37;0
02.07.2019;12.526,72;12.546,93;12.548,22;12.484,26;03.07.2019;12.616,24;12.548,30;12.631,81;12.545,79;-13,66;1
01.07.2019;12.521,38;12.616,34;12.619,68;12.519,30;02.07.2019;12.526,72;12.546,93;12.548,22;12.484,26;-89,52;1
28.06.2019;12.398,80;12.302,77;12.408,22;12.297,63;01.07.2019;12.521,38;12.616,34;12.619,68;12.519,30;-5,34;1
27.06.2019;12.271,03;12.308,26;12.334,57;12.209,34;28.06.2019;12.398,80;12.302,77;12.408,22;12.297,63;-122,58;1
26.06.2019;12.245,32;12.210,52;12.315,84;12.189,49;27.06.2019;12.271,03;12.308,26;12.334,57;12.209,34;-127,77;1
25.06.2019;12.228,44;12.226,88;12.284,57;12.213,41;26.06.2019;12.245,32;12.210,52;12.315,84;12.189,49;-25,71;1
24.06.2019;12.274,57;12.308,11;12.341,56;12.250,71;25.06.2019;12.228,44;12.226,88;12.284,57;12.213,41;-16,88;1
21.06.2019;12.339,92;12.351,98;12.425,20;12.316,41;24.06.2019;12.274,57;12.308,11;12.341,56;12.250,71;46,13;0
20.06.2019;12.355,39;12.409,58;12.438,37;12.355,39;21.06.2019;12.339,92;12.351,98;12.425,20;12.316,41;65,35;0
19.06.2019;12.308,53;12.321,43;12.346,70;12.291,19;20.06.2019;12.355,39;12.409,58;12.438,37;12.355,39;15,47;0
18.06.2019;12.331,75;12.069,37;12.358,00;11.987,55;19.06.2019;12.308,53;12.321,43;12.346,70;12.291,19;-46,86;1
17.06.2019;12.085,82;12.112,47;12.124,68;12.059,92;18.06.2019;12.331,75;12.069,37;12.358,00;11.987,55;23,22;0
14.06.2019;12.096,40;12.124,36;12.136,65;12.049,76;17.06.2019;12.085,82;12.112,47;12.124,68;12.059,92;-245,93;1
13.06.2019;12.169,05;12.095,21;12.201,78;12.079,60;14.06.2019;12.096,40;12.124,36;12.136,65;12.049,76;10,58;0
12.06.2019;12.115,68;12.093,98;12.132,28;12.068,11;13.06.2019;12.169,05;12.095,21;12.201,78;12.079,60;72,65;0
11.06.2019;12.155,81;12.133,60;12.227,40;12.117,34;12.06.2019;12.115,68;12.093,98;12.132,28;12.068,11;-53,37;1
07.06.2019;12.045,38;12.003,92;12.096,61;11.987,17;11.06.2019;12.155,81;12.133,60;12.227,40;12.117,34;40,13;0
06.06.2019;11.953,14;11.987,92;12.076,95;11.899,82;07.06.2019;12.045,38;12.003,92;12.096,61;11.987,17;-110,43;1
05.06.2019;11.980,81;11.981,18;12.057,73;11.928,87;06.06.2019;11.953,14;11.987,92;12.076,95;11.899,82;-92,24;1
04.06.2019;11.971,17;11.716,55;11.987,89;11.713,87;05.06.2019;11.980,81;11.981,18;12.057,73;11.928,87;27,67;0
03.06.2019;11.792,81;11.661,12;11.793,63;11.620,64;04.06.2019;11.971,17;11.716,55;11.987,89;11.713,87;-9,64;1
31.05.2019;11.726,84;11.742,21;11.755,12;11.662,07;03.06.2019;11.792,81;11.661,12;11.793,63;11.620,64;-178,36;1
30.05.2019;11.902,08;11.885,07;11.924,66;11.858,29;31.05.2019;11.726,84;11.742,21;11.755,12;11.662,07;-65,97;1
29.05.2019;11.837,81;11.906,02;11.927,64;11.828,75;30.05.2019;11.902,08;11.885,07;11.924,66;11.858,29;175,24;0
28.05.2019;12.027,05;12.100,39;12.113,31;11.992,41;29.05.2019;11.837,81;11.906,02;11.927,64;11.828,75;-64,27;1
27.05.2019;12.071,18;12.077,88;12.124,55;12.050,49;28.05.2019;12.027,05;12.100,39;12.113,31;11.992,41;189,24;0
24.05.2019;12.011,04;12.027,31;12.082,05;11.990,79;27.05.2019;12.071,18;12.077,88;12.124,55;12.050,49;44,13;0
23.05.2019;11.952,41;12.064,29;12.082,75;11.926,34;24.05.2019;12.011,04;12.027,31;12.082,05;11.990,79;-60,14;1
22.05.2019;12.168,74;12.141,46;12.211,03;12.055,50;23.05.2019;11.952,41;12.064,29;12.082,75;11.926,34;-58,63;1
21.05.2019;12.143,47;12.111,80;12.178,25;12.066,90;22.05.2019;12.168,74;12.141,46;12.211,03;12.055,50;216,33;0
20.05.2019;12.041,29;12.226,85;12.246,50;11.993,91;21.05.2019;12.143,47;12.111,80;12.178,25;12.066,90;-25,27;1
17.05.2019;12.238,94;12.252,68;12.270,89;12.150,33;20.05.2019;12.041,29;12.226,85;12.246,50;11.993,91;-102,18;1
16.05.2019;12.310,37;12.077,36;12.310,37;12.030,30;17.05.2019;12.238,94;12.252,68;12.270,89;12.150,33;197,65;0
15.05.2019;12.099,57;12.018,45;12.099,57;11.862,21;16.05.2019;12.310,37;12.077,36;12.310,37;12.030,30;71,43;0
14.05.2019;11.991,62;11.908,77;11.991,83;11.897,93;15.05.2019;12.099,57;12.018,45;12.099,57;11.862,21;-210,80;1
13.05.2019;11.876,65;12.044,10;12.052,93;11.844,47;14.05.2019;11.991,62;11.908,77;11.991,83;11.897,93;-107,95;1
10.05.2019;12.059,83;12.105,28;12.140,61;12.009,75;13.05.2019;11.876,65;12.044,10;12.052,93;11.844,47;-114,97;1
09.05.2019;11.973,92;12.098,02;12.125,96;11.957,31;10.05.2019;12.059,83;12.105,28;12.140,61;12.009,75;183,18;0
08.05.2019;12.179,93;12.110,87;12.208,48;12.063,74;09.05.2019;11.973,92;12.098,02;12.125,96;11.957,31;-85,91;1
07.05.2019;12.092,74;12.298,71;12.319,05;12.056,80;08.05.2019;12.179,93;12.110,87;12.208,48;12.063,74;206,01;0
06.05.2019;12.286,88;12.171,90;12.298,66;12.135,42;07.05.2019;12.092,74;12.298,71;12.319,05;12.056,80;-87,19;1
03.05.2019;12.412,75;12.345,32;12.435,67;12.344,23;06.05.2019;12.286,88;12.171,90;12.298,66;12.135,42;194,14;0
02.05.2019;12.345,42;12.349,10;12.402,87;12.303,96;03.05.2019;12.412,75;12.345,32;12.435,67;12.344,23;125,87;0
30.04.2019;12.344,08;12.313,97;12.345,31;12.281,72;02.05.2019;12.345,42;12.349,10;12.402,87;12.303,96;-67,33;1
29.04.2019;12.328,02;12.308,98;12.376,06;12.266,34;30.04.2019;12.344,08;12.313,97;12.345,31;12.281,72;-1,34;1
26.04.2019;12.315,18;12.284,46;12.323,64;12.259,76;29.04.2019;12.328,02;12.308,98;12.376,06;12.266,34;-16,06;1
25.04.2019;12.282,60;12.304,53;12.321,79;12.236,14;26.04.2019;12.315,18;12.284,46;12.323,64;12.259,76;-12,84;1
24.04.2019;12.313,16;12.232,99;12.349,83;12.223,98;25.04.2019;12.282,60;12.304,53;12.321,79;12.236,14;-32,58;1
23.04.2019;12.235,51;12.224,32;12.251,81;12.182,98;24.04.2019;12.313,16;12.232,99;12.349,83;12.223,98;30,56;0
18.04.2019;12.222,39;12.138,14;12.243,63;12.100,00;23.04.2019;12.235,51;12.224,32;12.251,81;12.182,98;-77,65;1
17.04.2019;12.153,07;12.100,44;12.195,00;12.086,89;18.04.2019;12.222,39;12.138,14;12.243,63;12.100,00;-13,12;1
16.04.2019;12.101,32;12.026,74;12.116,25;12.025,66;17.04.2019;12.153,07;12.100,44;12.195,00;12.086,89;-69,32;1
